task_id,tag,position,layer,top1_token,top1_prob,top2_token,top2_prob,top3_token,top3_prob,top4_token,top4_prob,top5_token,top5_prob
13,SingleAgent,10,35,this,1.0,the,0.0,这个问题,0.0,calcium,0.0,how,0.0
13,SingleAgent,10,36,this,1.0,the,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,11,0,NEG,0.0,/th,0.0,nels,0.0,neg,0.0,_neg,0.0
13,SingleAgent,11,1,/th,0.0,ように,0.0,�,0.0,particular,0.0,部位,0.0
13,SingleAgent,11,2,/th,0.0,�,0.0,为契机,0.0,alc,0.0,particular,0.0
13,SingleAgent,11,3,/th,0.0,为契机,0.0,nego,0.0,maintenance,0.0,nal,0.0
13,SingleAgent,11,4,/th,0.0,alc,0.0,为契机,0.0,particular,0.0,último,0.0
13,SingleAgent,11,5,/th,0.0,alc,0.0,particular,0.0,último,0.0,alone,0.0
13,SingleAgent,11,6,/th,0.001,particular,0.0,alc,0.0,些,0.0,坎,0.0
13,SingleAgent,11,7,/th,0.002,类型的,0.0,些,0.0,particular,0.0,[assembly,0.0
13,SingleAgent,11,8,/th,0.002,“,0.001,类型的,0.001,些,0.0,坎,0.0
13,SingleAgent,11,9,/th,0.014,“,0.001,局面,0.001,[assembly,0.001,folio,0.001
13,SingleAgent,11,10,/th,0.015,局面,0.001,类型的,0.001,“,0.001,坎,0.001
13,SingleAgent,11,11,/th,0.009,局面,0.002,“,0.001,小小的,0.001,类型的,0.001
13,SingleAgent,11,12,/th,0.013,局面,0.002,Coil,0.001,“,0.001,家伙,0.001
13,SingleAgent,11,13,/th,0.012,hypothetical,0.002,“,0.002,局面,0.002,/problem,0.001
13,SingleAgent,11,14,/th,0.029,局面,0.002,particular,0.002,连连,0.002,hypothetical,0.002
13,SingleAgent,11,15,/th,0.007,hypothetical,0.003,problem,0.003,局面,0.001,/problem,0.001
13,SingleAgent,11,16,/th,0.006,hypothetical,0.003,problem,0.003,局面,0.003,scenario,0.002
13,SingleAgent,11,17,scenario,0.012,problem,0.011,situation,0.007,hypothetical,0.004,/th,0.004
13,SingleAgent,11,18,problem,0.011,scenario,0.004,/th,0.004,situation,0.004,seemingly,0.004
13,SingleAgent,11,19,problem,0.06,scenario,0.011,situation,0.01,hypothetical,0.009,seemingly,0.008
13,SingleAgent,11,20,problem,0.086,seemingly,0.032,situation,0.022,scenario,0.016,涉及到,0.01
13,SingleAgent,11,21,problem,0.354,situation,0.031,seemingly,0.023,scenario,0.015,hypothetical,0.011
13,SingleAgent,11,22,problem,0.52,seemingly,0.035,关于,0.031,situation,0.027,scenario,0.012
13,SingleAgent,11,23,problem,0.938,seemingly,0.009,scenario,0.004,/th,0.003,关于,0.002
13,SingleAgent,11,24,problem,0.996,seemingly,0.001,quiz,0.001,难题,0.001,关于,0.0
13,SingleAgent,11,25,problem,0.773,chemistry,0.222,homework,0.001,seemingly,0.001,stuff,0.001
13,SingleAgent,11,26,problem,0.996,question,0.002,questions,0.0,chemistry,0.0,quiz,0.0
13,SingleAgent,11,27,problem,0.988,question,0.009,questions,0.001,chemistry,0.001,answer,0.0
13,SingleAgent,11,28,problem,1.0,chemistry,0.0,question,0.0,problem,0.0,问题,0.0
13,SingleAgent,11,29,problem,1.0,question,0.0,问题,0.0,problem,0.0,chemistry,0.0
13,SingleAgent,11,30,problem,0.969,question,0.029,chemistry,0.0,questions,0.0,题目,0.0
13,SingleAgent,11,31,problem,0.996,chemistry,0.004,question,0.0,问题,0.0,questions,0.0
13,SingleAgent,11,32,problem,1.0,question,0.0,chemistry,0.0,问题,0.0,problem,0.0
13,SingleAgent,11,33,problem,1.0,chemistry,0.0,question,0.0,问题,0.0,problem,0.0
13,SingleAgent,11,34,problem,1.0,chemistry,0.0,question,0.0,问题,0.0,problem,0.0
13,SingleAgent,11,35,problem,1.0,question,0.0,chemistry,0.0,问题,0.0,problem,0.0
13,SingleAgent,11,36,problem,1.0,chemistry,0.0,question,0.0,calcium,0.0,问题,0.0
13,SingleAgent,12,0,rev,0.0,隔,0.0,fw,0.0,诊所,0.0,weg,0.0
13,SingleAgent,12,1,-solving,0.0,atics,0.0,naire,0.0,setters,0.0,stell,0.0
13,SingleAgent,12,2,-solving,0.0,naire,0.0,setters,0.0,starter,0.0,核准,0.0
13,SingleAgent,12,3,naire,0.0,starter,0.0,-solving,0.0,最大限度,0.0,核准,0.0
13,SingleAgent,12,4,-solving,0.0,naire,0.0,starter,0.0,核准,0.0,nel,0.0
13,SingleAgent,12,5,-solving,0.0,naire,0.0,nel,0.0,核准,0.0,assen,0.0
13,SingleAgent,12,6,naire,0.0,-solving,0.0,nel,0.0,arring,0.0,ation,0.0
13,SingleAgent,12,7,naire,0.001,-solving,0.0,nel,0.0,/question,0.0,ön,0.0
13,SingleAgent,12,8,naire,0.002,-solving,0.001,ön,0.0,并,0.0,folio,0.0
13,SingleAgent,12,9,-solving,0.003,naire,0.002,folio,0.001,olving,0.001,át,0.001
13,SingleAgent,12,10,-solving,0.004,naire,0.003,dotyczące,0.001,atically,0.001,stellung,0.001
13,SingleAgent,12,11,-solving,0.005,naire,0.005,dotyczące,0.002,olving,0.001,atically,0.001
13,SingleAgent,12,12,-solving,0.01,naire,0.008,dotyczące,0.002,/question,0.001,atically,0.001
13,SingleAgent,12,13,-solving,0.02,naire,0.005,/question,0.003,dotyczące,0.002,中的,0.002
13,SingleAgent,12,14,-solving,0.023,/question,0.004,naire,0.004,的关键,0.004,的核心,0.002
13,SingleAgent,12,15,-solving,0.031,/question,0.009,中的,0.005,naire,0.003,/problem,0.003
13,SingleAgent,12,16,-solving,0.029,/question,0.021,naire,0.005,/problem,0.004,中的,0.003
13,SingleAgent,12,17,/question,0.03,-solving,0.022,中的,0.005,naire,0.005,/problem,0.004
13,SingleAgent,12,18,-solving,0.05,/question,0.026,stellung,0.006,涉及到,0.004,中的,0.004
13,SingleAgent,12,19,-solving,0.07,/question,0.017,stellung,0.013,需要用到,0.008,的核心,0.007
13,SingleAgent,12,20,-solving,0.277,/question,0.058,涉及到,0.026,dotyczące,0.016,的关键,0.011
13,SingleAgent,12,21,-solving,0.656,involving,0.026,涉及到,0.019,dotyczące,0.009,stellung,0.009
13,SingleAgent,12,22,-solving,0.707,regarding,0.055,涉及到,0.026,involving,0.02,dotyczą,0.019
13,SingleAgent,12,23,-solving,0.965,regarding,0.007,dotyczące,0.004,dotyczą,0.004,/problem,0.004
13,SingleAgent,12,24,-solving,1.0,atic,0.001,regarding,0.0,atics,0.0,的答案,0.0
13,SingleAgent,12,25,-solving,1.0,atic,0.001,regarding,0.0,dotyczą,0.0,olvers,0.0
13,SingleAgent,12,26,-solving,1.0,/problem,0.0,involving,0.0,regarding,0.0,olving,0.0
13,SingleAgent,12,27,-solving,1.0,involving,0.0,/problem,0.0,regarding,0.0,atics,0.0
13,SingleAgent,12,28,-solving,1.0,olving,0.0,atics,0.0,involving,0.0,(problem,0.0
13,SingleAgent,12,29,step,0.852,-solving,0.148,regarding,0.0,involving,0.0,about,0.0
13,SingleAgent,12,30,about,1.0,关于,0.001,regarding,0.0,關於,0.0,about,0.0
13,SingleAgent,12,31,about,1.0,step,0.0,about,0.0,关于,0.0,-solving,0.0
13,SingleAgent,12,32,about,1.0,step,0.0,about,0.0,关于,0.0,tentang,0.0
13,SingleAgent,12,33,step,1.0,step,0.0,-step,0.0,(step,0.0,_step,0.0
13,SingleAgent,12,34,step,1.0,-step,0.0,step,0.0,about,0.0,Step,0.0
13,SingleAgent,12,35,step,1.0,-step,0.0,.,0.0,step,0.0,about,0.0
13,SingleAgent,12,36,.,1.0,step,0.0,about,0.0,"""",0.0,!,0.0
13,SingleAgent,13,0,报告显示,0.0,特别是,0.0,�单,0.0,Relevant,0.0,�试,0.0
13,SingleAgent,13,1,相应,0.0,前述,0.0,ellation,0.0,另外一个,0.0,Vanguard,0.0
13,SingleAgent,13,2,Vanguard,0.0,相应,0.0,另外一个,0.0,前述,0.0,starter,0.0
13,SingleAgent,13,3,Vanguard,0.0,starter,0.0,另外一个,0.0,狐,0.0,postseason,0.0
13,SingleAgent,13,4,或者说,0.0,Vanguard,0.0,starter,0.0,得好,0.0,postseason,0.0
13,SingleAgent,13,5,或者说,0.0,IVEN,0.0,是因为,0.0,实际情况,0.0,每个人都,0.0
13,SingleAgent,13,6,ALLY,0.0,或者说,0.0,得好,0.0,SSID,0.0,kte,0.0
13,SingleAgent,13,7,得好,0.0,yped,0.0,ALLY,0.0,kte,0.0,或者说,0.0
13,SingleAgent,13,8,得好,0.0,onte,0.0,并于,0.0,Luz,0.0,揽,0.0
13,SingleAgent,13,9,得好,0.0,/fontawesome,0.0,给出了,0.0,具体情况,0.0,folio,0.0
13,SingleAgent,13,10,DS,0.0,arium,0.0,STA,0.0,achten,0.0,分工,0.0
13,SingleAgent,13,11,Coach,0.0,回想,0.0,首先是,0.0,Yuri,0.0,TRA,0.0
13,SingleAgent,13,12,�始,0.001,小伙伴们,0.0,题目,0.0,首先是,0.0,>#,0.0
13,SingleAgent,13,13,armor,0.0,firstly,0.0,首先,0.0,armed,0.0,ataka,0.0
13,SingleAgent,13,14,首先,0.001,主要有,0.001,firstly,0.001,首先要,0.001,首先是,0.0
13,SingleAgent,13,15,主要有,0.002,首先,0.001,首先是,0.001,firstly,0.001,刚开始,0.001
13,SingleAgent,13,16,首先,0.006,firstly,0.002,首先要,0.002,首先是,0.002,主要有,0.001
13,SingleAgent,13,17,首先,0.021,首先是,0.008,首先要,0.005,了解到,0.004,firstly,0.004
13,SingleAgent,13,18,首先,0.062,首先是,0.023,firstly,0.009,首先要,0.008,了解到,0.007
13,SingleAgent,13,19,首先,0.153,首先要,0.044,首先是,0.027,firstly,0.017,了解到,0.013
13,SingleAgent,13,20,首先,0.475,首先是,0.113,首先要,0.113,firstly,0.06,まず,0.021
13,SingleAgent,13,21,首先,0.633,首先要,0.181,首先是,0.091,まず,0.02,firstly,0.015
13,SingleAgent,13,22,首先,0.742,首先要,0.146,首先是,0.054,まず,0.02,zunächst,0.017
13,SingleAgent,13,23,首先,0.676,首先要,0.117,首先是,0.104,题目,0.049,まず,0.016
13,SingleAgent,13,24,首先,0.486,题目,0.334,问题是,0.158,首先要,0.017,首先是,0.002
13,SingleAgent,13,25,题目,0.988,问题是,0.011,題,0.0,说的是,0.0,首先,0.0
13,SingleAgent,13,26,题目,1.0,问题是,0.0,題,0.0,So,0.0,题,0.0
13,SingleAgent,13,27,题目,1.0,So,0.0,问题是,0.0,題,0.0,So,0.0
13,SingleAgent,13,28,题目,0.926,So,0.076,okay,0.0,Okay,0.0,so,0.0
13,SingleAgent,13,29,So,0.48,so,0.48,题目,0.039,问题是,0.0,題,0.0
13,SingleAgent,13,30,okay,0.969,Okay,0.029,alright,0.0,Okay,0.0,Alright,0.0
13,SingleAgent,13,31,okay,0.926,Okay,0.076,Alright,0.0,alright,0.0,Okay,0.0
13,SingleAgent,13,32,so,0.98,So,0.018,So,0.0,_so,0.0,okay,0.0
13,SingleAgent,13,33,So,1.0,so,0.0,So,0.0,_so,0.0,so,0.0
13,SingleAgent,13,34,So,1.0,so,0.0,_so,0.0,So,0.0,-so,0.0
13,SingleAgent,13,35,So,1.0,so,0.0,So,0.0,_so,0.0,The,0.0
13,SingleAgent,13,36,So,1.0,The,0.0,So,0.0,"""",0.0,!,0.0
13,SingleAgent,14,0,寝,0.0,utilus,0.0,чи,0.0,Physician,0.0,multit,0.0
13,SingleAgent,14,1,ï,0.0,zial,0.0,二者,0.0,/^,0.0,errno,0.0
13,SingleAgent,14,2,milieu,0.0,以来,0.0,Borough,0.0,errno,0.0,(?),0.0
13,SingleAgent,14,3,形成的,0.0,ation,0.0,(?),0.0,intent,0.0,出现在,0.0
13,SingleAgent,14,4,ation,0.0,形成的,0.0,atorium,0.0,(?),0.0,oooooooo,0.0
13,SingleAgent,14,5,ilename,0.0,ation,0.0,-called,0.0,以来,0.0,intent,0.0
13,SingleAgent,14,6,-called,0.0,/dis,0.0,每个人都,0.0,-minded,0.0,�,0.0
13,SingleAgent,14,7,-called,0.0,oth,0.0,ber,0.0,atorium,0.0,aks,0.0
13,SingleAgent,14,8,-called,0.0,atorium,0.0,MessageType,0.0,aks,0.0,lers,0.0
13,SingleAgent,14,9,rin,0.001,atorium,0.001,oner,0.001,rå,0.001,-called,0.001
13,SingleAgent,14,10,-called,0.002,oner,0.001,凡是,0.001,ber,0.001,iled,0.001
13,SingleAgent,14,11,-called,0.002,oner,0.001,ber,0.001,oth,0.001,ichi,0.001
13,SingleAgent,14,12,-called,0.004,oth,0.001,iled,0.001,ber,0.001,ftware,0.001
13,SingleAgent,14,13,-called,0.004,oner,0.001,ftware,0.001,aday,0.001,ber,0.001
13,SingleAgent,14,14,-called,0.008,oner,0.002,aday,0.002,iled,0.001,ooo,0.001
13,SingleAgent,14,15,oner,0.004,-called,0.004,aday,0.002,iled,0.002,，在,0.001
13,SingleAgent,14,16,-called,0.013,iled,0.004,oner,0.004,大家都在,0.002,ber,0.002
13,SingleAgent,14,17,-called,0.014,大家都在,0.004,题目,0.002,首先,0.002,了解到,0.002
13,SingleAgent,14,18,-called,0.021,麽,0.005,题目,0.005,oner,0.004,iled,0.004
13,SingleAgent,14,19,-called,0.104,oner,0.03,题目,0.015,aday,0.008,我们要,0.006
13,SingleAgent,14,20,-called,0.426,oner,0.023,venir,0.011,说我,0.011,aps,0.008
13,SingleAgent,14,21,-called,0.275,说我,0.122,我们要,0.031,问题是,0.026,tasked,0.02
13,SingleAgent,14,22,-called,0.15,问题是,0.15,说我,0.142,tasked,0.086,目的是,0.071
13,SingleAgent,14,23,-called,0.617,题目,0.138,问题是,0.083,说我,0.045,basically,0.027
13,SingleAgent,14,24,问题是,0.914,-called,0.052,题目,0.021,oner,0.013,说是,0.001
13,SingleAgent,14,25,问题是,0.941,题目,0.06,-called,0.0,question,0.0,tasked,0.0
13,SingleAgent,14,26,问题是,0.98,题目,0.018,question,0.0,-called,0.0,我们要,0.0
13,SingleAgent,14,27,问题是,0.992,题目,0.009,question,0.0,我们要,0.0,-called,0.0
13,SingleAgent,14,28,question,0.98,问题是,0.018,题目,0.0,questions,0.0,question,0.0
13,SingleAgent,14,29,question,0.969,问题是,0.029,题目,0.0,questions,0.0,问题,0.0
13,SingleAgent,14,30,question,1.0,问题是,0.0,题目,0.0,questions,0.0,question,0.0
13,SingleAgent,14,31,question,1.0,questions,0.0,问题是,0.0,QUESTION,0.0,question,0.0
13,SingleAgent,14,32,question,1.0,问题是,0.0,question,0.0,questions,0.0,QUESTION,0.0
13,SingleAgent,14,33,question,1.0,QUESTION,0.0,问题是,0.0,题目,0.0,the,0.0
13,SingleAgent,14,34,the,1.0,",",0.0,question,0.0,QUESTION,0.0,问题是,0.0
13,SingleAgent,14,35,",",0.953,the,0.047,we,0.0,question,0.0,QUESTION,0.0
13,SingleAgent,14,36,",",0.996,the,0.002,#,0.0,"""",0.0,!,0.0
13,SingleAgent,15,0,gamb,0.0,POR,0.0,声誉,0.0,稼,0.0,pad,0.0
13,SingleAgent,15,1,相应,0.0,原因是,0.0,сразу,0.0,ellation,0.0,upport,0.0
13,SingleAgent,15,2,相应,0.0,.skip,0.0,upport,0.0,核实,0.0,lator,0.0
13,SingleAgent,15,3,.skip,0.0,助长,0.0,ismet,0.0,相应,0.0,сразу,0.0
13,SingleAgent,15,4,是因为,0.0,upport,0.0,preload,0.0,名额,0.0,/template,0.0
13,SingleAgent,15,5,是因为,0.0,upport,0.0,guard,0.0,preload,0.0,分工,0.0
13,SingleAgent,15,6,是因为,0.0,rand,0.0,orthand,0.0,SAC,0.0,upport,0.0
13,SingleAgent,15,7,是因为,0.0,分工,0.0,perish,0.0,Tro,0.0,SAC,0.0
13,SingleAgent,15,8,是因为,0.0,perish,0.0,am,0.0,SAC,0.0,分工,0.0
13,SingleAgent,15,9,Recorder,0.0,задач,0.0,SAC,0.0,empir,0.0,ahoo,0.0
13,SingleAgent,15,10,SAC,0.0,环境保护,0.0,分工,0.0,thirteen,0.0,라는,0.0
13,SingleAgent,15,11,环境保护,0.0,iete,0.0,thirteen,0.0,ahoo,0.0,hausen,0.0
13,SingleAgent,15,12,实际情况,0.0,Kevin,0.0,osit,0.0,indirect,0.0,环境保护,0.0
13,SingleAgent,15,13,Kevin,0.0,我,0.0,задач,0.0,根据,0.0,indirect,0.0
13,SingleAgent,15,14,ivre,0.0,是一個,0.0,根据,0.0,задач,0.0,实际情况,0.0
13,SingleAgent,15,15,虽然是,0.0,涉及到,0.0,实际情况,0.0,最基本,0.0,asuring,0.0
13,SingleAgent,15,16,实际情况,0.0,虽然是,0.0,什么样的,0.0,assumption,0.0,emplate,0.0
13,SingleAgent,15,17,实际情况,0.001,涉及到,0.001,假设,0.001,assumption,0.0,asuring,0.0
13,SingleAgent,15,18,什么样的,0.001,实际情况,0.001,涉及到,0.001,assumption,0.001,是一個,0.001
13,SingleAgent,15,19,既然,0.002,given,0.002,实际情况,0.001,什么样的,0.001,这是一个,0.001
13,SingleAgent,15,20,什么样的,0.003,虽然是,0.003,这是一个,0.003,假设,0.002,实际情况,0.002
13,SingleAgent,15,21,这是一个,0.011,given,0.007,既然,0.005,虽然是,0.004,manda,0.004
13,SingleAgent,15,22,既然,0.019,suppose,0.017,这是一个,0.013,given,0.012,这支,0.011
13,SingleAgent,15,23,problem,0.072,given,0.067,我们要,0.041,题目,0.041,suppose,0.038
13,SingleAgent,15,24,问题是,0.438,题目,0.142,我们要,0.086,question,0.086,given,0.041
13,SingleAgent,15,25,题目,0.863,问题是,0.091,我们要,0.02,我们需要,0.007,question,0.006
13,SingleAgent,15,26,题目,0.715,问题是,0.124,question,0.124,我们要,0.035,我们需要,0.004
13,SingleAgent,15,27,题目,1.0,我们要,0.0,我们需要,0.0,question,0.0,问题是,0.0
13,SingleAgent,15,28,question,0.953,题目,0.047,问题是,0.0,我们需要,0.0,question,0.0
13,SingleAgent,15,29,题目,0.926,question,0.076,问题是,0.0,question,0.0,.question,0.0
13,SingleAgent,15,30,题目,0.988,question,0.011,我们需要,0.0,问题是,0.0,we,0.0
13,SingleAgent,15,31,question,1.0,题目,0.001,我们需要,0.0,QUESTION,0.0,question,0.0
13,SingleAgent,15,32,we,1.0,question,0.002,我们需要,0.0,题目,0.0,我们要,0.0
13,SingleAgent,15,33,we,1.0,the,0.0,我们需要,0.0,我们要,0.0,question,0.0
13,SingleAgent,15,34,the,1.0,we,0.0,我们需要,0.0,question,0.0,题目,0.0
13,SingleAgent,15,35,the,1.0,we,0.0,question,0.0,"""",0.0,!,0.0
13,SingleAgent,15,36,the,1.0,we,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,16,0,本报,0.0,complexion,0.0,和社会,0.0,字号,0.0,interviewed,0.0
13,SingleAgent,16,1,bere,0.0,另外一个,0.0,相应,0.0,部位,0.0,nearer,0.0
13,SingleAgent,16,2,另外一个,0.0,总队,0.0,相应,0.0,eten,0.0,核实,0.0
13,SingleAgent,16,3,另外一个,0.0,eten,0.0,nin,0.0,beiden,0.0,总队,0.0
13,SingleAgent,16,4,起点,0.0,nin,0.0,beiden,0.0,Cassidy,0.0,搓,0.0
13,SingleAgent,16,5,nin,0.0,起点,0.0,CAB,0.0,gì,0.0,beiden,0.0
13,SingleAgent,16,6,起点,0.0,proverb,0.0,<b,0.0,CAB,0.0,nin,0.0
13,SingleAgent,16,7,oret,0.0,gì,0.0,<b,0.0,跨度,0.0,proverb,0.0
13,SingleAgent,16,8,oret,0.0,gì,0.0,在于,0.0,earlier,0.0,seventh,0.0
13,SingleAgent,16,9,goal,0.001,目的是,0.0,lege,0.0,oret,0.0,gì,0.0
13,SingleAgent,16,10,goal,0.001,odor,0.0,oret,0.0,<b,0.0,simplest,0.0
13,SingleAgent,16,11,goal,0.001,odor,0.001,目的是,0.0,idea,0.0,temptation,0.0
13,SingleAgent,16,12,idea,0.001,goal,0.001,odore,0.001,目的是,0.001,odor,0.001
13,SingleAgent,16,13,question,0.001,simplest,0.001,目的是,0.001,goal,0.001,problem,0.001
13,SingleAgent,16,14,simplest,0.004,goal,0.002,目的是,0.001,idea,0.001,question,0.001
13,SingleAgent,16,15,simplest,0.004,目的是,0.002,goal,0.002,question,0.001,problem,0.001
13,SingleAgent,16,16,simplest,0.004,goal,0.003,question,0.002,unfortunate,0.002,odore,0.002
13,SingleAgent,16,17,simplest,0.005,goal,0.004,idea,0.003,question,0.003,odore,0.003
13,SingleAgent,16,18,simplest,0.006,goal,0.006,odore,0.005,是一位,0.003,目的是,0.002
13,SingleAgent,16,19,goal,0.042,aim,0.014,simplest,0.007,question,0.007,given,0.007
13,SingleAgent,16,20,goal,0.099,aim,0.044,odore,0.039,目的是,0.025,unfortunate,0.021
13,SingleAgent,16,21,goal,0.328,aim,0.291,目的是,0.129,given,0.008,simplest,0.007
13,SingleAgent,16,22,goal,0.482,目的是,0.228,aim,0.201,odore,0.02,problem,0.011
13,SingleAgent,16,23,goal,0.676,problem,0.133,aim,0.117,目的是,0.038,question,0.026
13,SingleAgent,16,24,goal,0.695,question,0.176,aim,0.073,problem,0.05,目的是,0.003
13,SingleAgent,16,25,question,0.49,goal,0.49,题目,0.007,problem,0.007,aim,0.004
13,SingleAgent,16,26,question,1.0,题目,0.0,problem,0.0,goal,0.0,问,0.0
13,SingleAgent,16,27,question,1.0,题目,0.0,goal,0.0,problem,0.0,问题是,0.0
13,SingleAgent,16,28,question,1.0,problem,0.0,问题是,0.0,question,0.0,题目,0.0
13,SingleAgent,16,29,question,1.0,problem,0.0,questions,0.0,question,0.0,题目,0.0
13,SingleAgent,16,30,question,1.0,question,0.0,questions,0.0,_question,0.0,Question,0.0
13,SingleAgent,16,31,question,1.0,question,0.0,questions,0.0,"""",0.0,!,0.0
13,SingleAgent,16,32,question,1.0,question,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,16,33,question,1.0,question,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,16,34,question,1.0,question,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,16,35,question,1.0,question,0.0,#,0.0,"""",0.0,!,0.0
13,SingleAgent,16,36,question,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
13,SingleAgent,17,0,本站,0.0,drs,0.0,Pills,0.0,rotations,0.0,ERM,0.0
13,SingleAgent,17,1,naire,0.0,naires,0.0,重重,0.0,stellung,0.0,aire,0.0
13,SingleAgent,17,2,naire,0.0,naires,0.0,Jad,0.0,nel,0.0,煲,0.0
13,SingleAgent,17,3,naire,0.0,naires,0.0,nel,0.0,煲,0.0,Jad,0.0
13,SingleAgent,17,4,naire,0.0,naires,0.0,stellung,0.0,aire,0.0,nel,0.0
13,SingleAgent,17,5,naire,0.001,naires,0.0,stellung,0.0,aire,0.0,holders,0.0
13,SingleAgent,17,6,naire,0.008,naires,0.001,stellung,0.001,lassen,0.0,nel,0.0
13,SingleAgent,17,7,naire,0.024,naires,0.003,stellung,0.001,aire,0.001,nel,0.001
13,SingleAgent,17,8,naire,0.048,naires,0.006,stellung,0.002,aire,0.001,nel,0.001
13,SingleAgent,17,9,naire,0.052,naires,0.004,stellung,0.002,nel,0.002,tentang,0.001
13,SingleAgent,17,10,naire,0.146,naires,0.005,stellung,0.004,问我,0.002,nel,0.002
13,SingleAgent,17,11,naire,0.104,naires,0.014,stellung,0.011,/problem,0.003,问我,0.002
13,SingleAgent,17,12,naire,0.136,naires,0.021,stellung,0.015,/problem,0.004,posed,0.002
13,SingleAgent,17,13,naire,0.083,naires,0.024,stellung,0.018,/problem,0.013,/question,0.005
13,SingleAgent,17,14,naire,0.079,naires,0.045,stellung,0.024,/problem,0.014,/question,0.007
13,SingleAgent,17,15,naire,0.058,/problem,0.024,naires,0.02,stellung,0.02,/question,0.006
13,SingleAgent,17,16,naire,0.088,naires,0.025,/problem,0.024,stellung,0.022,posed,0.014
13,SingleAgent,17,17,naire,0.151,stellung,0.034,naires,0.026,posed,0.023,/problem,0.015
13,SingleAgent,17,18,stellung,0.103,naire,0.066,posed,0.023,naires,0.018,虽然是,0.012
13,SingleAgent,17,19,stellung,0.134,posed,0.063,naire,0.049,说的是,0.022,framed,0.012
13,SingleAgent,17,20,stellung,0.393,说的是,0.127,posed,0.068,naire,0.028,naires,0.016
13,SingleAgent,17,21,posed,0.357,说的是,0.231,stellung,0.18,/problem,0.028,naires,0.02
13,SingleAgent,17,22,说的是,0.961,posed,0.023,/problem,0.004,stellung,0.001,framed,0.001
13,SingleAgent,17,23,说的是,0.996,/problem,0.001,posed,0.001,stellung,0.001,naires,0.0
13,SingleAgent,17,24,说的是,0.996,asks,0.003,/problem,0.001,posed,0.001,asked,0.0
13,SingleAgent,17,25,说的是,0.906,asks,0.095,asked,0.0,/problem,0.0,asking,0.0
13,SingleAgent,17,26,说的是,0.852,asks,0.147,asked,0.0,/problem,0.0,asking,0.0
13,SingleAgent,17,27,说的是,0.977,asks,0.023,involves,0.0,/problem,0.0,revolves,0.0
13,SingleAgent,17,28,asks,1.0,说的是,0.0,asking,0.0,问,0.0,asked,0.0
13,SingleAgent,17,29,asks,1.0,asked,0.0,问,0.0,asking,0.0,ask,0.0
13,SingleAgent,17,30,asks,1.0,问,0.0,asked,0.0,asking,0.0,ask,0.0
13,SingleAgent,17,31,asks,1.0,说的是,0.0,asked,0.0,asking,0.0,问,0.0
13,SingleAgent,17,32,asks,1.0,is,0.0,问,0.0,说的是,0.0,asked,0.0
13,SingleAgent,17,33,asks,1.0,is,0.0,asking,0.0,ask,0.0,问,0.0
13,SingleAgent,17,34,is,1.0,asks,0.0,是,0.0,说的是,0.0,は,0.0
13,SingleAgent,17,35,is,1.0,asks,0.0,是,0.0,"""",0.0,!,0.0
13,SingleAgent,17,36,is,1.0,#,0.0,!,0.0,$,0.0,"""",0.0
13,SingleAgent,18,0,逮,0.0,IDisposable,0.0,otope,0.0,morning,0.0,still,0.0
13,SingleAgent,18,1,otope,0.0,nt,0.0,另外一个,0.0,/w,0.0,Worth,0.0
13,SingleAgent,18,2,otope,0.0,nt,0.0,Tage,0.0,också,0.0,很容易,0.0
13,SingleAgent,18,3,nt,0.0,很容易,0.0,Tage,0.0,另外一个,0.0,också,0.0
13,SingleAgent,18,4,nt,0.0,/w,0.0,很容易,0.0,otope,0.0,omers,0.0
13,SingleAgent,18,5,nt,0.0,/w,0.0,很容易,0.0,otope,0.0,omers,0.0
13,SingleAgent,18,6,/w,0.0,nt,0.0,otope,0.0,:,0.0,omers,0.0
13,SingleAgent,18,7,nt,0.001,otope,0.001,/w,0.001,很容易,0.0,about,0.0
13,SingleAgent,18,8,otope,0.001,:,0.001,nt,0.001,/w,0.001,about,0.0
13,SingleAgent,18,9,在于,0.003,about,0.002,otope,0.001,tasked,0.001,nt,0.001
13,SingleAgent,18,10,otope,0.002,在于,0.002,about,0.002,乎,0.001,有点,0.001
13,SingleAgent,18,11,about,0.004,什么呢,0.001,如何,0.001,乎,0.001,tasked,0.001
13,SingleAgent,18,12,about,0.002,ssue,0.002,tasked,0.002,在于,0.002,omers,0.002
13,SingleAgent,18,13,ssue,0.004,omers,0.003,otope,0.003,gì,0.002,如何,0.002
13,SingleAgent,18,14,undoubtedly,0.005,ssue,0.004,gì,0.003,有点,0.003,otope,0.002
13,SingleAgent,18,15,gì,0.006,有点,0.006,undoubtedly,0.005,ssue,0.004,essentially,0.004
13,SingleAgent,18,16,有点,0.013,ssue,0.009,essentially,0.005,gì,0.005,undoubtedly,0.004
13,SingleAgent,18,17,有点,0.016,essentially,0.007,ssue,0.007,如何,0.005,:,0.005
13,SingleAgent,18,18,有点,0.014,essentially,0.01,gì,0.008,undoubtedly,0.005,:The,0.005
